,Player,Span_ODI_bowl,Mat_ODI_bowl,Inns_ODI_bowl,Balls_del_ODI,Runs_given_ODI,Wkts_ODI,Ave_ODI_bowl,Econ_ODI,SR_ODI_bowl,4_W_ODI,5_W_ODI,Start_year_ODI_bowl,End_year_ODI_bowl,best_wkts_ODI,best_runs_given_ODI
248,Maninder Singh (INDIA),10,59,57,3133,2066,66,31.3,3.95,47.4,1,0,1983,1993,4,22
249,T Panyangara (ZIM),12,65,65,3242,3024,65,46.52,5.59,49.8,0,0,2004,2016,3,28
250,AL Phehlukwayo (SA),3,52,50,2077,1936,65,29.78,5.59,31.9,3,0,2016,2019,4,22
251,C White (ENG),9,51,50,2364,1726,65,26.55,4.38,36.3,1,1,1994,2003,5,21
252,A Zampa (AUS),3,48,48,2480,2363,65,36.35,5.71,38.1,1,0,2016,2019,4,43
253,A Mishra (INDIA),13,36,34,1917,1511,64,23.6,4.72,29.9,2,2,2003,2016,6,48
254,DJ Nash (NZ),10,81,78,3416,2622,64,40.96,4.6,53.3,1,0,1992,2002,4,38
255,SM Sharif (SCOT),8,44,44,2129,1776,64,27.75,5.0,33.2,2,1,2011,2019,5,33
256,AR Cusack (IRE),8,59,52,1953,1510,63,23.96,4.63,31.0,1,1,2007,2015,5,20
257,NM Hauritz (AUS),9,58,56,2724,2152,63,34.15,4.74,43.2,2,0,2002,2011,4,29
258,NL McCullum (NZ),6,84,81,3536,2956,63,46.92,5.01,56.1,0,0,2009,2015,3,24
259,Mujeeb Ur Rahman (AFG),2,40,39,2153,1414,63,22.44,3.94,34.1,2,1,2017,2019,5,50
260,AD Mullally (ENG),5,50,49,2699,1728,63,27.42,3.84,42.8,2,0,1996,2001,4,18
261,SLV Raju (INDIA),6,53,52,2770,2014,63,31.96,4.36,43.9,2,0,1990,1996,4,46
262,BA Reid (AUS),6,61,61,3250,2203,63,34.96,4.06,51.5,0,1,1986,1992,5,53
263,Sarfraz Nawaz (PAK),11,45,45,2412,1463,63,23.22,3.63,38.2,4,0,1973,1984,4,27
264,DE Bollinger (AUS),2,39,39,1942,1482,62,23.9,4.57,31.3,3,2,2009,2011,5,35
265,SW Tait (AUS),4,35,34,1688,1461,62,23.56,5.19,27.2,2,0,2007,2011,4,39
266,DT Hondo (ZIM),4,56,56,2381,2171,61,35.59,5.47,39.0,3,0,2001,2005,4,37
267,DR Smith (WI),11,105,73,2726,2285,61,37.45,5.02,44.6,3,1,2004,2015,5,45
268,Syed Rasel (BDESH),5,52,52,2657,2051,61,33.62,4.63,43.5,1,0,2005,2010,4,22
269,MA Wood (ENG),4,51,50,2585,2385,61,39.09,5.53,42.3,2,0,2015,2019,4,33
270,CJ Anderson (NZ),4,49,43,1485,1502,60,25.03,6.06,24.7,2,1,2013,2017,5,63
271,FH Edwards (WI),6,50,49,2138,1812,60,30.2,5.08,35.6,0,2,2003,2009,6,22
272,RM Haq (SCOT),9,54,51,2633,1975,60,32.91,4.5,43.8,2,1,2006,2015,5,54
273,JC Tredwell (ENG),5,45,44,2104,1666,60,27.76,4.75,35.0,3,0,2010,2015,4,41
274,ALF de Mel (SL),5,57,57,2735,2237,59,37.91,4.9,46.3,1,2,1982,1987,5,32
275,NA Foster (ENG),5,48,48,2627,1836,59,31.11,4.19,44.5,0,0,1984,1989,3,20
276,Gulbadin Naib (AFG),8,65,60,2194,1968,59,33.35,5.38,37.1,2,1,2011,2019,6,43
277,Hamid Hassan (AFG),10,38,37,1734,1330,59,22.54,4.6,29.3,2,1,2009,2019,5,45
278,JDS Neesham (NZ),6,59,55,1772,1814,59,30.74,6.14,30.0,2,1,2013,2019,5,31
279,Shadab Khan (PAK),2,43,41,2088,1750,59,29.66,5.02,35.3,3,0,2017,2019,4,28
280,Sikandar Raza (ZIM),6,97,71,2846,2269,59,38.45,4.78,48.2,0,0,2013,2019,3,21
281,Tapash Baisya (BDESH),5,56,56,2608,2452,59,41.55,5.64,44.2,2,0,2002,2007,4,16
282,KM Jarvis (ZIM),10,49,49,2362,2088,58,36.0,5.3,40.7,2,0,2009,2019,4,17
283,HK Olonga (ZIM),8,50,49,2059,1977,58,34.08,5.76,35.5,2,2,1995,2003,6,19
284,GC Small (ENG),5,53,53,2793,1942,58,33.48,4.17,48.1,1,0,1987,1992,4,31
285,Mudassar Bukhari (NL),7,46,46,2036,1601,57,28.08,4.71,35.7,0,0,2007,2014,3,17
286,MJ Clarke (AUS),12,245,106,2585,2146,57,37.64,4.98,45.3,1,1,2003,2015,5,35
287,GRJ Matthews (AUS),9,59,54,2808,2004,57,35.15,4.28,49.2,0,0,1984,1993,3,27
288,DS Mohanty (INDIA),4,45,44,1996,1662,57,29.15,4.99,35.0,1,0,1997,2001,4,56
289,T Mupariwa (ZIM),12,40,40,2019,1690,57,29.64,5.02,35.4,3,0,2004,2016,4,39
290,Arshad Khan (PAK),13,58,56,2823,1948,56,34.78,4.14,50.4,1,0,1993,2006,4,33
291,R Telemachus (SA),8,37,37,1918,1565,56,27.94,4.89,34.2,1,0,1998,2006,4,43
292,XJ Doherty (AUS),5,60,56,2792,2224,55,40.43,4.77,50.7,3,0,2010,2015,4,28
293,AF Giles (ENG),8,62,57,2856,2069,55,37.61,4.34,51.9,0,1,1997,2005,5,57
294,Tauseef Ahmed (PAK),8,70,67,3250,2247,55,40.85,4.14,59.0,1,0,1982,1990,4,38
295,RN ten Doeschate (NL),5,33,33,1580,1327,55,24.12,5.03,28.7,3,0,2006,2011,4,31
296,JR Thomson (AUS),10,50,50,2696,1942,55,35.3,4.32,49.0,1,0,1975,1985,4,67
297,JV Coney (NZ),8,88,70,2931,2039,54,37.75,4.17,54.2,1,0,1979,1987,4,46
298,N Pradeep (SL),7,42,40,1996,1998,54,37.0,6.0,36.9,2,0,2012,2019,4,31
299,HH Pandya (INDIA),3,54,53,2368,2195,54,40.64,5.56,43.8,0,0,2016,2019,3,31
300,AR Adams (NZ),6,42,40,1885,1643,53,31.0,5.22,35.5,2,1,2001,2007,5,22
301,SR Clark (AUS),4,39,38,1829,1477,53,27.86,4.84,34.5,2,0,2005,2009,4,54
302,Mohammad Naveed (UAE),5,39,39,1938,1757,53,33.15,5.43,36.5,0,1,2014,2019,5,28
303,LS Pascoe (AUS),5,29,28,1568,1066,53,20.11,4.07,29.5,4,1,1977,1982,5,30
304,SMSM Senanayake (SL),3,49,47,2358,1874,53,35.35,4.76,44.4,1,0,2012,2015,4,13
305,GI Allott (NZ),3,31,31,1528,1207,52,23.21,4.73,29.3,4,0,1997,2000,4,35
306,NM Coulter-Nile (AUS),6,32,32,1678,1555,52,29.9,5.56,32.2,1,0,2013,2019,4,48
307,KSC de Silva (SL),4,38,37,1619,1323,52,25.44,4.9,31.1,0,0,1996,2000,3,18
308,DS Lehmann (AUS),9,117,62,1793,1445,52,27.78,4.83,34.4,1,0,1996,2005,4,7
309,TM Moody (AUS),12,76,66,2797,2014,52,38.73,4.32,53.7,0,0,1987,1999,3,25
310,KA Pollard (WI),12,107,74,2116,2025,52,38.94,5.74,40.6,0,0,2007,2019,3,27
311,DJ Willey (ENG),4,46,45,1971,1889,52,36.32,5.75,37.9,2,0,2015,2019,4,34
312,A Dananjaya (SL),7,36,34,1773,1506,51,29.52,5.09,34.7,2,2,2012,2019,6,29
313,VC Drakes (WI),9,34,34,1640,1293,51,25.35,4.73,32.1,3,2,1995,2004,5,33
314,BJ McCarthy (IRE),3,27,27,1389,1360,51,26.66,5.87,27.2,2,1,2016,2019,5,46
315,AM Blignaut (ZIM),11,54,53,2348,2063,50,41.26,5.27,46.9,2,0,1999,2010,4,43
316,GJ Maxwell (AUS),7,110,86,2698,2525,50,50.5,5.61,53.9,2,0,2012,2019,4,46
317,JA Morkel (Afr/SA),8,58,52,2073,1899,50,37.98,5.49,41.4,2,0,2004,2012,4,29
318,PM Seelaar (NL),13,41,41,1901,1476,50,29.52,4.65,38.0,1,0,2006,2019,4,15
319,T Thushara (SL),2,38,38,1676,1393,50,27.86,4.98,33.5,0,1,2008,2010,5,47
320,JH Davey (SCOT),9,31,29,1301,1082,49,22.08,4.99,26.5,1,2,2010,2019,6,28
321,CD McMillan (NZ),10,197,74,1879,1717,49,35.04,5.48,38.3,0,0,1997,2007,3,20
322,AR Nurse (WI),3,54,49,2384,2125,49,43.36,5.34,48.6,2,0,2016,2019,4,51
323,JS Patel (NZ),12,43,42,2014,1691,49,34.51,5.03,41.1,0,0,2005,2017,3,11
324,GR Dilley (ENG),9,36,36,2043,1291,48,26.89,3.79,42.5,3,0,1979,1988,4,23
325,JK Kamande (KENYA),12,86,71,2619,2169,48,45.18,4.96,54.5,1,0,1999,2011,4,36
326,S Lee (AUS),6,45,43,1706,1245,48,25.93,4.37,35.5,1,1,1995,2001,5,33
327,JF Mooney (IRE),9,64,50,1797,1635,48,34.06,5.45,37.4,2,0,2006,2015,4,27
328,CH Morris (SA),6,42,40,1894,1756,48,36.58,5.56,39.4,2,0,2013,2019,4,31
329,ARC Fraser (ENG),10,42,42,2392,1412,47,30.04,3.54,50.8,1,0,1989,1999,4,22
330,Shahadat Hossain (BDESH),7,51,50,2198,2143,47,45.59,5.84,46.7,0,0,2006,2013,3,34
331,M Amarnath (INDIA),14,85,64,2730,1971,46,42.84,4.33,59.3,0,0,1975,1989,3,12
332,PW Borren (NL),8,58,51,1979,1620,46,35.21,4.91,43.0,1,0,2006,2014,4,32
333,N Chopra (INDIA),2,39,37,1835,1286,46,27.95,4.2,39.8,1,1,1998,2000,5,21
334,AC Evans (SCOT),10,36,35,1678,1499,46,32.58,5.35,36.4,2,0,2009,2019,4,41
335,NAM McLean (WI),7,45,45,2120,1729,46,37.58,4.89,46.0,0,0,1996,2003,3,21
336,Mirwais Ashraf (AFG),7,46,45,2009,1360,46,29.56,4.06,43.6,1,0,2009,2016,4,35
337,Mohammad Asif (Asia/PAK),5,38,36,1941,1524,46,33.13,4.71,42.1,0,0,2005,2010,3,28
338,SB O'Connor (NZ),3,38,38,1487,1396,46,30.34,5.63,32.3,1,2,1997,2000,5,39
339,Samiullah Shinwari (AFG),10,84,65,2111,1729,46,37.58,4.91,45.8,1,0,2009,2019,4,31
340,BC Strang (ZIM),6,49,48,2494,1718,46,37.34,4.13,54.2,1,1,1995,2001,6,20
341,MR Whitney (AUS),10,38,38,2106,1249,46,27.15,3.55,45.7,2,0,1983,1993,4,34
342,RDB Croft (ENG),5,50,49,2466,1743,45,38.73,4.24,54.8,0,0,1996,2001,3,51
343,GF Labrooy (SL),6,44,44,2308,1876,45,41.68,4.87,51.2,1,1,1986,1992,5,57
344,NO Miller (WI),10,50,46,2125,1660,45,36.88,4.68,47.2,2,0,2008,2018,4,43
345,CM Old (ENG),8,32,31,1755,999,45,22.2,3.41,39.0,2,0,1973,1981,4,8
346,H Osinde (CAN),7,42,41,1692,1389,45,30.86,4.92,37.6,2,0,2006,2013,4,26
347,AR Patel (INDIA),3,38,35,1908,1409,45,31.31,4.43,42.4,0,0,2014,2017,3,34
348,DN Patel (NZ),10,75,69,3251,2261,45,50.24,4.17,72.2,0,0,1987,1997,3,22
349,EC Rainsford (ZIM),6,39,39,1907,1401,45,31.13,4.4,42.3,1,1,2004,2010,5,36
350,Taskin Ahmed (BDESH),3,32,31,1413,1401,45,31.13,5.94,31.4,2,1,2014,2017,5,28
351,AR Whittall (ZIM),4,63,62,3085,2251,45,50.02,4.37,68.5,0,0,1996,2000,3,23
352,HS Baidwan (CAN),6,32,32,1551,1348,44,30.63,5.21,35.2,0,0,2008,2014,3,19
353,SP Davis (AUS),2,39,39,2016,1133,44,25.75,3.37,45.8,0,0,1986,1988,3,10
354,S Elworthy (SA),4,39,37,1702,1235,44,28.06,4.35,38.6,0,0,1998,2002,3,17
355,AH Gray (WI),6,25,24,1270,835,44,18.97,3.94,28.8,2,1,1985,1991,6,50
356,RJ Harris (AUS),3,21,20,1031,832,44,18.9,4.84,23.4,0,3,2009,2012,5,19
357,VJ Marks (ENG),8,34,32,1838,1135,44,25.79,3.7,41.7,0,2,1980,1988,5,20
358,MR Marsh (AUS),7,53,50,1700,1564,44,35.54,5.52,38.6,1,1,2011,2018,5,33
359,Nazmul Hossain (BDESH),8,38,37,1649,1386,44,31.5,5.04,37.4,1,0,2004,2012,4,40
360,DR Pringle (ENG),11,44,44,2379,1677,44,38.11,4.22,54.0,1,0,1982,1993,4,42
361,RP Snell (SA),5,42,42,2095,1574,44,35.77,4.5,47.6,2,1,1991,1996,5,40
362,DP Viljoen (ZIM),4,53,46,2075,1639,44,37.25,4.73,47.1,0,0,1997,2001,3,20
363,JC Adams (WI),9,127,56,1856,1499,43,34.86,4.84,43.1,0,1,1992,2001,5,37
364,CR Brathwaite (WI),8,44,40,1825,1766,43,41.06,5.8,42.4,2,1,2011,2019,5,27
365,CJ Jordan (ENG),3,31,31,1532,1521,43,35.37,5.95,35.6,0,1,2013,2016,5,29
366,Shapoor Zadran (AFG),10,44,44,1983,1589,43,36.95,4.8,46.1,2,0,2009,2019,4,24
367,PR Stirling (IRE),11,114,73,2392,1902,43,44.23,4.77,55.6,1,1,2008,2019,6,55
368,MA Suji (KENYA),10,64,64,2952,2190,43,50.93,4.45,68.6,1,0,1996,2006,4,24
369,KLT Arthurton (WI),11,105,44,1384,1159,42,27.59,5.02,32.9,3,0,1988,1999,4,31
370,AC Botha (IRE),5,42,33,1560,1134,42,27.0,4.36,37.1,2,0,2006,2011,4,19
371,JW Hastings (AUS),7,29,29,1486,1256,42,29.9,5.07,35.3,1,1,2010,2017,6,45
372,Imad Wasim (PAK),4,53,51,2313,1865,42,44.4,4.83,55.0,0,1,2015,2019,5,14
373,AR McBrine (IRE),5,42,40,2045,1489,42,35.45,4.36,48.6,0,0,2014,2019,3,38
374,SA Thomson (NZ),6,56,51,2121,1602,42,38.14,4.53,50.5,0,0,1990,1996,3,14
375,Aftab Alam (AFG),9,27,27,1257,1033,41,25.19,4.93,30.6,1,0,2010,2019,4,25
376,JAR Blain (SCOT),10,33,32,1329,1173,41,28.6,5.29,32.4,1,1,1999,2009,5,22
377,DG Cork (ENG),10,32,32,1772,1368,41,33.36,4.63,43.2,0,0,1992,2002,3,27
378,CE Cuffy (WI),8,41,41,2153,1436,41,35.02,4.0,52.5,1,0,1994,2002,4,24
379,S Dhaniram (CAN),4,44,41,1769,1240,41,30.24,4.2,43.1,1,1,2006,2010,5,32
380,SM Ervine (ZIM),3,42,40,1649,1561,41,38.07,5.67,40.2,0,0,2001,2004,3,29
381,HA Gomes (WI),9,83,36,1345,1045,41,25.48,4.66,32.8,2,0,1978,1987,4,31
382,AF Milne (NZ),5,40,39,1801,1581,41,38.56,5.26,43.9,0,0,2012,2017,3,49
383,L Ngidi (SA),1,22,22,1026,947,41,23.09,5.53,25.0,2,0,2018,2019,4,51
384,VD Philander (SA),8,30,28,1279,986,41,24.04,4.62,31.1,2,0,2007,2015,4,12
385,Amir Hamza (AFG),5,31,31,1552,1016,40,25.4,3.92,38.8,1,0,2012,2017,4,17
386,RP Arnold (SL),10,180,84,2157,1739,40,43.47,4.83,53.9,0,0,1997,2007,3,47
387,RS Bopara (ENG),8,120,74,1860,1523,40,38.07,4.91,46.5,1,0,2007,2015,4,38
388,Saleem Jaffar (PAK),4,39,39,1900,1382,40,34.55,4.36,47.5,0,0,1986,1990,3,25
389,Shaheen Shah Afridi (PAK),1,19,18,924,847,40,21.17,5.5,23.1,4,1,2018,2019,6,35
390,SJ Benn (WI),8,47,46,2387,1913,39,49.05,4.8,61.2,3,0,2008,2016,4,18
391,PT Collins (WI),6,30,30,1577,1212,39,31.07,4.61,40.4,0,1,1999,2005,5,43
392,SS Cottrell (WI),4,30,28,1314,1293,39,33.15,5.9,33.6,1,1,2015,2019,5,46
393,WW Davis (WI),5,35,35,1923,1302,39,33.38,4.06,49.3,0,1,1983,1988,7,51
394,GD Elliott (NZ),8,83,56,1302,1179,39,30.23,5.43,33.3,1,0,2008,2016,4,31
395,WK McCallan (IRE),3,39,35,1804,1208,39,30.97,4.01,46.2,2,0,2006,2009,4,30
396,H Masakadza (ZIM),18,209,85,1844,1636,39,41.94,5.32,47.2,0,0,2001,2019,3,39
397,TBA May (AUS),8,47,46,2504,1772,39,45.43,4.24,64.2,0,0,1987,1995,3,19
398,MO Odumbe (KENYA),7,61,52,2237,1807,39,46.33,4.84,57.3,1,0,1996,2003,4,38
399,IS Sodhi (NZ),4,31,30,1548,1430,39,36.66,5.54,39.6,1,0,2015,2019,4,58
400,Akram Raza (PAK),6,49,48,2601,1611,38,42.39,3.71,68.4,0,0,1989,1995,3,18
401,D Bishoo (WI),8,42,40,2022,1668,38,43.89,4.94,53.2,0,0,2011,2019,3,30
402,MG Hughes (AUS),5,33,33,1639,1115,38,29.34,4.08,43.1,1,0,1988,1993,4,44
403,AJ Ireland (ZIM),2,26,26,1326,1115,38,29.34,5.04,34.8,0,0,2005,2007,3,41
404,Nadeem Ahmed (HKG),14,25,25,1327,932,38,24.52,4.21,34.9,4,0,2004,2018,4,26
405,Rohan Mustafa (UAE),5,34,33,1583,1245,38,32.76,4.71,41.6,1,1,2014,2019,5,25
406,R Vinay Kumar (INDIA),3,31,31,1436,1423,38,37.44,5.94,37.7,1,0,2010,2013,4,30
407,TJ Friend (ZIM),4,51,45,1930,1779,37,48.08,5.53,52.1,1,0,2000,2004,4,55
408,MR Gillespie (NZ),3,32,31,1521,1369,37,37.0,5.4,41.1,1,0,2006,2009,4,58
409,EE Hemmings (ENG),9,33,32,1752,1294,37,34.97,4.43,47.3,1,0,1982,1991,4,52
410,M Kartik (INDIA),5,37,36,1907,1612,37,43.56,5.07,51.5,0,1,2002,2007,6,27
411,Mehidy Hasan Miraz (BDESH),2,38,37,1957,1520,37,41.08,4.66,52.8,1,0,2017,2019,4,29
412,KS Williamson (NZ),9,149,65,1467,1310,37,35.4,5.35,39.6,1,0,2010,2019,4,22
413,HMCM Bandara (SL),4,31,28,1470,1232,36,34.22,5.02,40.8,2,0,2006,2010,4,31
414,EAE Baptiste (WI),7,43,43,2214,1511,36,41.97,4.09,61.5,0,0,1983,1990,2,10
415,MG Bevan (AUS),10,232,67,1966,1655,36,45.97,5.05,54.6,0,0,1994,2004,3,36
416,JM Davison (CAN),8,32,31,1435,1067,36,29.63,4.46,39.8,0,0,2003,2011,3,15
417,AIC Dodemaide (AUS),5,24,24,1327,753,36,20.91,3.4,36.8,1,1,1988,1993,5,21
418,SB Doull (NZ),8,42,42,1745,1459,36,40.52,5.01,48.4,1,0,1992,2000,4,25
419,GA Gooch (ENG),19,125,60,2066,1516,36,42.11,4.4,57.3,0,0,1976,1995,3,19
420,S Randiv (SL),7,31,29,1437,1214,36,33.72,5.06,39.9,0,1,2009,2016,5,42
421,Khurram Chohan (CAN),5,25,24,1186,1029,36,28.58,5.2,32.9,3,1,2009,2014,5,68
422,SK Raina (INDIA),13,226,101,2126,1811,36,50.3,5.11,59.0,0,0,2005,2018,3,34
423,I Wardlaw (SCOT),2,22,21,1108,1036,36,28.77,5.61,30.7,2,0,2013,2015,4,22
424,CJ Chibhabha (ZIM),13,103,58,1667,1615,35,46.14,5.81,47.6,1,0,2005,2018,4,25
425,M Hendrick (ENG),8,22,22,1248,681,35,19.45,3.27,35.6,2,1,1973,1981,5,31
426,NC Johnson (ZIM),2,48,39,1503,1220,35,34.85,4.87,42.9,1,0,1998,2000,4,42
427,Naeem Islam (BDESH),6,59,48,1743,1407,35,40.2,4.84,49.8,0,0,2008,2014,3,32
428,CO Obuya (KENYA),13,104,49,1818,1637,35,46.77,5.4,51.9,0,1,2001,2014,5,24
429,MRJ Watt (SCOT),3,27,27,1443,1033,35,29.51,4.29,41.2,1,0,2016,2019,4,42
430,BA Williams (AUS),2,25,24,1203,814,35,23.25,4.05,34.3,1,2,2002,2004,5,22
431,KJ Abbott (SA),3,28,27,1303,1051,34,30.91,4.83,38.3,2,0,2013,2016,4,21
432,L Balaji (INDIA),7,30,30,1447,1344,34,39.52,5.57,42.5,1,0,2002,2009,4,48
433,TL Best (WI),10,26,26,1300,1157,34,34.02,5.34,38.2,2,0,2004,2014,4,35
434,PKD Chase (IRE),3,25,24,1238,1356,34,39.88,6.57,36.4,0,0,2015,2018,3,33
435,OD Gibson (WI),2,15,15,739,621,34,18.26,5.04,21.7,2,2,1995,1997,5,40
436,VB John (SL),5,45,45,2311,1655,34,48.67,4.29,67.9,0,0,1982,1987,3,28
437,RDM Leverock (BMUDA),3,32,32,1684,1123,34,33.02,4.0,49.5,0,1,2006,2009,5,53
438,RR Powar (INDIA),3,31,29,1536,1191,34,35.02,4.65,45.1,0,0,2004,2007,3,24
439,JA Rennie (ZIM),7,44,43,1965,1564,34,46.0,4.77,57.7,0,0,1993,2000,3,27
440,KW Richardson (AUS),6,22,22,1143,1061,34,31.2,5.56,33.6,0,1,2013,2019,5,68
441,Tahir Naqqash (PAK),5,40,37,1596,1240,34,36.47,4.66,46.9,0,0,1980,1985,3,23
442,Usman Shinwari (PAK),2,17,17,768,633,34,18.61,4.94,22.5,3,2,2017,2019,5,34
443,N Vanua (PNG),5,23,23,1060,900,34,26.47,5.09,31.1,4,0,2014,2019,4,24
444,KCG Benjamin (WI),4,26,26,1319,923,33,27.96,4.19,39.9,0,0,1992,1996,3,34
445,U Bhatti (CAN),4,36,35,1630,1149,33,34.81,4.22,49.3,1,0,2006,2010,4,45
446,JG Bracewell (NZ),7,53,50,2447,1884,33,57.09,4.61,74.1,0,0,1983,1990,2,3
447,ST Gabriel (WI),3,25,25,1148,1134,33,34.36,5.92,34.7,0,0,2016,2019,3,17
448,YK Pathan (INDIA),4,57,50,1490,1365,33,41.36,5.49,45.1,0,0,2008,2012,3,49
449,E Schiferli (NL),11,30,30,1294,1008,33,30.54,4.67,39.2,3,0,2002,2013,4,23
450,Shabbir Ahmed (PAK),6,32,32,1642,1192,33,36.12,4.35,49.7,0,0,1999,2005,3,32
451,Sikander Bakht (PAK),12,27,27,1277,860,33,26.06,4.04,38.6,1,0,1977,1989,4,34
452,EO Simons (SA),1,23,23,1212,810,33,24.54,4.0,36.7,1,0,1994,1995,4,42
453,MP Stoinis (AUS),4,41,39,1414,1446,33,43.81,6.13,42.8,0,0,2015,2019,3,16
454,SD Anurasiri (SL),8,45,43,2100,1464,32,45.75,4.18,65.6,0,0,1986,1994,3,40
455,RD Berrington (SCOT),11,78,51,1394,1228,32,38.37,5.28,43.5,1,0,2008,2019,4,40
456,PP Chawla (INDIA),4,25,25,1312,1117,32,34.9,5.1,41.0,2,0,2007,2011,4,23
457,AC Dale (AUS),3,30,30,1596,979,32,30.59,3.68,49.8,0,0,1997,2000,3,18
458,DS de Silva (SL),10,41,40,2076,1557,32,48.65,4.5,64.8,0,0,1975,1985,3,29
459,MJ Hoggard (ENG),5,26,26,1306,1152,32,36.0,5.29,40.8,0,1,2001,2006,5,49
460,AJ Hollioake (ENG),3,35,32,1208,1019,32,31.84,5.06,37.7,2,0,1996,1999,4,23
461,Imran Haider (UAE),2,20,20,943,841,32,26.28,5.35,29.4,2,0,2017,2019,4,25
462,JM Kemp (Afr/SA),6,85,48,1303,1015,32,31.71,4.67,40.7,0,0,2001,2007,3,20
463,KTGD Prasad (SL),9,24,24,1015,976,32,30.5,5.76,31.7,0,0,2006,2015,3,17
464,S Prasanna (SL),8,40,39,1945,1767,32,55.21,5.45,60.7,0,0,2011,2019,3,32
465,Rizwan Cheema (CAN),5,33,32,1330,1095,32,34.21,4.93,41.5,0,0,2008,2013,3,25
466,GB Troup (NZ),9,22,22,1180,791,32,24.71,4.02,36.8,3,0,1976,1985,4,19
467,DL Underwood (ENG),9,26,24,1278,734,32,22.93,3.44,39.9,1,0,1973,1982,4,44
468,BV Vitori (ZIM),7,24,24,1193,1149,32,35.9,5.77,37.2,0,2,2011,2018,5,20
469,Arshad Ayub (INDIA),3,32,32,1769,1216,31,39.22,4.12,57.0,0,1,1987,1990,5,21
470,JW Dernbach (ENG),2,24,24,1234,1308,31,42.19,6.35,39.8,1,0,2011,2013,4,45
471,KS Lokuarachchi (SL),4,21,21,1011,725,31,23.38,4.3,32.6,1,0,2003,2007,4,44
472,MJ Mason (NZ),7,26,25,1179,1024,31,33.03,5.21,38.0,1,0,2003,2010,4,24
473,MM Sharma (INDIA),2,26,25,1121,1020,31,32.9,5.45,36.1,1,0,2013,2015,4,22
474,Zahoor Khan (UAE),2,17,17,750,703,31,22.67,5.62,24.1,0,1,2017,2019,6,34
475,Abdur Rehman (PAK),8,31,31,1624,1142,30,38.06,4.21,54.1,1,0,2006,2014,4,48
476,CEH Croft (WI),4,19,19,1070,620,30,20.66,3.47,35.6,0,1,1977,1981,6,15
477,GA Hick (ENG),10,120,47,1236,1026,30,34.2,4.98,41.2,0,1,1991,2001,5,33
478,RK Illingworth (ENG),5,25,25,1501,1059,30,35.3,4.23,50.0,0,0,1991,1996,3,33
479,AS Joseph (WI),3,22,21,1033,1107,30,36.9,6.42,34.4,1,1,2016,2019,5,56
480,SI Mahmood (ENG),5,26,25,1197,1169,30,38.96,5.85,39.9,1,0,2004,2009,4,50
481,DA Marillier (ZIM),3,48,35,1574,1235,30,41.16,4.7,52.4,1,0,2000,2003,4,38
482,PR Adams (SA),7,24,23,1109,815,29,28.1,4.4,38.2,0,0,1996,2003,3,26
483,RK Chauhan (INDIA),4,35,34,1634,1216,29,41.93,4.46,56.3,0,0,1993,1997,3,29
484,MD Crowe (NZ),13,143,46,1296,954,29,32.89,4.41,44.6,0,0,1982,1995,2,9
485,TBM de Leede (NL),11,29,29,1139,999,29,34.44,5.26,39.2,1,0,1996,2007,4,35
486,Ehsan Khan (HKG),2,15,15,807,594,29,20.48,4.41,27.8,1,0,2016,2018,4,33
487,Hasibul Hossain (BDESH),9,32,32,1375,1338,29,46.13,5.83,47.4,1,0,1995,2004,4,56
488,BW Hilfenhaus (AUS),5,25,25,1216,1075,29,37.06,5.3,41.9,0,1,2007,2012,5,33
489,NM Lyon (AUS),7,29,29,1626,1334,29,46.0,4.92,56.0,1,0,2012,2019,4,44
490,Manzoor Elahi (PAK),11,54,49,1743,1262,29,43.51,4.34,60.1,0,0,1984,1995,3,22
491,BA Murphy (ZIM),3,31,29,1422,1130,29,38.96,4.76,49.0,0,0,2000,2003,3,43
492,D Pretorius (SA),3,22,22,1022,813,29,28.03,4.77,35.2,0,0,2016,2019,3,5
493,FA Rose (WI),3,27,27,1326,1046,29,36.06,4.73,45.7,0,1,1997,2000,5,23
494,RJ Sidebottom (ENG),9,25,25,1277,1039,29,35.82,4.88,44.0,0,0,2001,2010,3,19
495,CM Wright (SCOT),3,20,19,861,663,29,22.86,4.62,29.6,1,0,2006,2009,4,29
496,Ahmed Raza (UAE),5,28,28,1505,1011,28,36.1,4.03,53.7,1,0,2014,2019,4,37
497,IG Butler (NZ),8,26,25,1109,1038,28,37.07,5.61,39.6,1,0,2002,2010,4,44
498,WW Hinds (WI),11,119,34,945,837,28,29.89,5.31,33.7,0,0,1999,2010,3,24
499,BMAJ Mendis (SL),9,58,49,1404,1204,28,43.0,5.14,50.1,0,0,2010,2019,3,15
500,SPD Smith (AUS),9,118,39,1070,963,28,34.39,5.4,38.2,0,0,2010,2019,3,16
501,DT Tiripano (ZIM),5,31,29,1220,1122,28,40.07,5.51,43.5,0,1,2014,2019,5,63
502,Ata-ur-Rehman (PAK),4,30,30,1492,1186,27,43.92,4.76,55.2,0,0,1992,1996,3,27
503,HK Bennett (NZ),7,16,15,718,621,27,23.0,5.18,26.5,2,0,2010,2017,4,16
504,TK Curran (ENG),2,17,17,762,805,27,29.81,6.33,28.2,1,1,2017,2019,5,35
505,PW Gunaratne (SL),1,23,23,959,908,27,33.62,5.68,35.5,1,0,2002,2003,4,44
